Region,Site Name,Provenience,TRL Spec. No.,Species,Inside Date,Inside Suffix,Outside Date,Outside Suffix,Type of Date,TRLControl,Site No.
FourCorners,5MT08937,Pit Structure 2,CVM-1104,PNN,588,p,671,r,Cutting,6V-272,
FourCorners,5MT08937,Pit Structure 2,CVM-1105,JUN,457,p,663,+r,Near Cutting,6V-272,
FourCorners,5MT08937,Pit Structure 2,CVM-1106,PNN,452,p,643,r,Cutting,6V-272,
FourCorners,5MT08937,Pit Structure 2,CVM-1107,JUN,494,,637,vv,Non-Cutting,6V-272,
FourCorners,5MT08937,Pit Structure 2,CVM-1108,PNN,450,p,638,vv,Non-Cutting,6V-272,
FourCorners,5MT08937,Pit Structure 2,CVM-1109,JUN,517,,668,r,Cutting,6V-272,
FourCorners,5MT08937,Pit Structure 2,CVM-1110,JUN,577,p,668,r,Cutting,6V-272,
FourCorners,5MT08937,Pit Structure 2,CVM-1111,PNN,584,p,664,r,Cutting,6V-272,
FourCorners,5MT08937,Pit Structure 2,CVM-1112,PNN,582,p,664,r,Cutting,6V-272,
FourCorners,5MT08937,Pit Structure 2,CVM-1113,JUN,532,p,651,r,Cutting,6V-272,
FourCorners,5MT08937,Pit Structure 2,CVM-1114,JUN,405,p,649,vv,Non-Cutting,6V-272,
FourCorners,5MT08937,Pit Structure 2,CVM-1115,JUN,519,,649,#NAME?,Near Cutting,6V-272,
FourCorners,5MT08937,Pit Structure 2,CVM-1116,JUN,419,,650,#NAME?,Non-Cutting,6V-272,
FourCorners,5MT08937,Pit Structure 2,CVM-1117,JUN,501,,671,r,Cutting,6V-272,
FourCorners,5MT08937,Pit Structure 2,CVM-1118,JUN,496,p,649,#NAME?,Near Cutting,6V-272,
FourCorners,5MT08937,Pit Structure 2,CVM-1120,PNN,581,p,671,r,Cutting,6V-272,
FourCorners,5MT08937,Pit Structure 2,CVM-1122,JUN,531,p,650,v,Cutting,6V-272,
FourCorners,5MT08937,Pit Structure 2,CVM-1123,PNN,549,p,649,+r,Near Cutting,6V-272,
FourCorners,5MT08937,Pit Structure 2,CVM-1124,JUN,436,,645,+r,Near Cutting,6V-272,
FourCorners,5MT08937,Pit Structure 2,CVM-1126,JUN,528,p,651,r,Cutting,6V-272,
FourCorners,5MT08937,Pit Structure 2,CVM-1127,JUN,525,p,649,#NAME?,Near Cutting,6V-272,
FourCorners,5MT08937,Pit Structure 2,CVM-1128,JUN,233,,574,vv,Non-Cutting,6V-272,
FourCorners,5MT08937,Pit Structure 2,CVM-1129,PNN,522,p,671,v,Cutting,6V-272,
FourCorners,5MT08937,Pit Structure 2,CVM-1130,JUN,477,p,642,#NAME?,Non-Cutting,6V-272,
FourCorners,5MT08937,Pit Structure 2,CVM-1132,JUN,356,,640,#NAME?,Non-Cutting,6V-272,
FourCorners,5MT08937,Pit Structure 2,CVM-1133,JUN,430,,652,rB,Cutting,6V-272,
FourCorners,5MT08937,Pit Structure 2,CVM-1134,JUN,343,,649,+r,Near Cutting,6V-272,
FourCorners,5MT08937,Pit Structure 2,CVM-1135,JUN,405,,502,vv,Non-Cutting,6V-272,
FourCorners,5MT08937,Pit Structure 2,CVM-1136,JUN,566,p,669,r,Cutting,6V-272,
FourCorners,5MT08937,Pit Structure 2,CVM-1138,DF,546,p,651,#NAME?,Non-Cutting,6V-272,
FourCorners,5MT08937,Pit Structure 2,CVM-1139,PNN,533,p,671,r,Cutting,6V-272,
FourCorners,5MT08937,Pit Structure 2,CVM-1140,PNN,579,p,670,#NAME?,Near Cutting,6V-272,
FourCorners,5MT08937,Pit Structure 2,CVM-1141,PNN,446,p,636,#NAME?,Non-Cutting,6V-272,
FourCorners,5MT08937,Pit Structure 2,CVM-1142,PNN,557,p,650,+r,Near Cutting,6V-272,
FourCorners,5MT08937,Pit Structure 2,CVM-1143,JUN,518,,652,r,Cutting,6V-272,
FourCorners,5MT08937,Pit Structure 2,CVM-1144,JUN,524,,648,#NAME?,Non-Cutting,6V-272,
FourCorners,5MT08937,Pit Structure 4,CVM-1145,JUN,504,,612,vv,Non-Cutting,6V-272,
FourCorners,5MT08937,Pit Structure 4,CVM-1146,JUN,621,,691,#NAME?,Near Cutting,6V-272,
FourCorners,5MT08937,Pit Structure 4,CVM-1147,JUN,625,,693,v,Cutting,6V-272,
FourCorners,5MT08937,Pit Structure 4,CVM-1148,JUN,636,p,693,vv,Non-Cutting,6V-272,
FourCorners,5MT08937,Pit Structure 4,CVM-1149,JUN,644,,693,r,Cutting,6V-272,
FourCorners,5MT08937,Pit Structure 4,CVM-1150,JUN,635,,693,r,Cutting,6V-272,
FourCorners,5MT08937,Pit Structure 4,CVM-1151,JUN,663,,691,#NAME?,Near Cutting,6V-272,
FourCorners,5MT08937,Pit Structure 4,CVM-1152,JUN,632,,679,#NAME?,Non-Cutting,6V-272,
FourCorners,5MT08937,Pit Structure 4,CVM-1153,JUN,649,p,689,v,Cutting,6V-272,
FourCorners,5MT08937,Pit Structure 4,CVM-1154,JUN,595,,692,vv,Non-Cutting,6V-272,
FourCorners,5MT08937,Pit Structure 4,CVM-1155,JUN,642,p,692,+r,Near Cutting,6V-272,
FourCorners,5MT08937,Pit Structure 4,CVM-1156,JUN,538,,689,r,Cutting,6V-272,
FourCorners,5MT08938,Pit Structure 1,CVM-1187,JUN,531,p,646,rB,Cutting,6V-273,5MT08938
FourCorners,5MT08938,Pit Structure 1,CVM-1188,JUN,506,p,646,+r,Near Cutting,6V-273,5MT08938
FourCorners,5MT08938,Pit Structure 1,CVM-1189,JUN,325,,638,+r,Near Cutting,6V-273,5MT08938
FourCorners,5MT08938,Pit Structure 1,CVM-1190,JUN,517,p,646,+r,Near Cutting,6V-273,5MT08938
FourCorners,5MT08938,Pit Structure 1,CVM-1191,PNN,609,p,667,vv,Non-Cutting,6V-273,5MT08938
FourCorners,5MT08938,Pit Structure 1,CVM-1192,JUN,395,,645,#NAME?,Near Cutting,6V-273,5MT08938
FourCorners,5MT08938,Pit Structure 1,CVM-1193,JUN,483,p,644,+r,Near Cutting,6V-273,5MT08938
FourCorners,5MT08938,Pit Structure 1,CVM-1194,JUN,535,p,648,+r,Near Cutting,6V-273,5MT08938
FourCorners,5MT08938,Pit Structure 1,CVM-1195,JUN,484,p,640,#NAME?,Near Cutting,6V-273,5MT08938
FourCorners,5MT08938,Pit Structure 1,CVM-1196,PNN,483,p,646,+r,Near Cutting,6V-273,5MT08938
FourCorners,5MT08938,Pit Structure 1,CVM-1197,PNN,532,p,646,+r,Near Cutting,6V-273,5MT08938
FourCorners,5MT08938,Pit Structure 1,CVM-1198,JUN,419,,654,r,Cutting,6V-273,5MT08938
FourCorners,5MT08938,Pit Structure 1,CVM-1199,JUN,390,p,648,+r,Near Cutting,6V-273,5MT08938
FourCorners,5MT08938,Pit Structure 1,CVM-1200,JUN,533,p,648,+r,Near Cutting,6V-273,5MT08938
FourCorners,5MT08938,Pit Structure 1,CVM-1201,JUN,530,,646,+r,Near Cutting,6V-273,5MT08938
FourCorners,5MT08938,Pit Structure 1,CVM-1203,PP,616,p,684,r,Cutting,6V-273,5MT08938
FourCorners,5MT08938,Pit Structure 1,CVM-1204,PP,623,p,684,r,Cutting,6V-273,5MT08938
FourCorners,5MT08938,Pit Structure 1,CVM-1205,JUN,400,,640,#NAME?,Near Cutting,6V-273,5MT08938
FourCorners,5MT08938,Pit Structure 1,CVM-1206,JUN,412,,644,+r,Near Cutting,6V-273,5MT08938
FourCorners,5MT08938,Pit Structure 1,CVM-1207,JUN,421,p,645,+r,Near Cutting,6V-273,5MT08938
FourCorners,5MT08938,Pit Structure 1,CVM-1208,JUN,541,p,660,#NAME?,Near Cutting,6V-273,5MT08938
FourCorners,5MT08938,Pit Structure 1,CVM-1209,JUN,508,,644,+r,Near Cutting,6V-273,5MT08938
FourCorners,5MT08938,Pit Structure 1,CVM-1210,JUN,415,,585,vv,Non-Cutting,6V-273,5MT08938
FourCorners,5MT08938,Pit Structure 1,CVM-1211,JUN,378,p,643,vv,Non-Cutting,6V-273,5MT08938
FourCorners,5MT08938,Pit Structure 1,CVM-1212,JUN,377,,654,vv,Non-Cutting,6V-273,5MT08938
FourCorners,5MT08938,Pit Structure 1,CVM-1213,JUN,528,,645,+r,Near Cutting,6V-273,5MT08938
FourCorners,5MT08938,Pit Structure 1,CVM-1214,JUN,474,p,646,+r,Near Cutting,6V-273,5MT08938
FourCorners,5MT08938,Pit Structure 1,CVM-1215,JUN,391,,642,v,Cutting,6V-273,5MT08938
FourCorners,5MT08938,Pit Structure 1,CVM-1216,JUN,527,p,646,+r,Near Cutting,6V-273,5MT08938
FourCorners,5MT08938,Pit Structure 1,CVM-1217,JUN,542,p,646,+r,Near Cutting,6V-273,5MT08938
FourCorners,5MT08938,Pit Structure 1,CVM-1218,JUN,363,,475,vv,Non-Cutting,6V-273,5MT08938
FourCorners,5MT08938,Pit Structure 1,CVM-1219,JUN,386,,638,v,Cutting,6V-273,5MT08938
FourCorners,5MT08938,Pit Structure 1,CVM-1220,JUN,483,,644,+r,Near Cutting,6V-273,5MT08938
FourCorners,5MT08938,Pit Structure 1,CVM-1221,JUN,467,,644,+r,Near Cutting,6V-273,5MT08938
FourCorners,5MT08938,Pit Structure 1,CVM-1222,JUN,450,,644,+r,Near Cutting,6V-273,5MT08938
FourCorners,5MT08938,Pit Structure 1,CVM-1223,JUN,428,,644,+r,Near Cutting,6V-273,5MT08938
FourCorners,5MT08938,Pit Structure 1,CVM-1224,JUN,435,,644,+r,Near Cutting,6V-273,5MT08938
FourCorners,5MT08938,Pit Structure 1,CVM-1225,JUN,441,,683,r,Cutting,6V-273,5MT08938
FourCorners,5MT08938,Pit Structure 1,CVM-1226,JUN,432,,640,+r,Near Cutting,6V-273,5MT08938
FourCorners,5MT08938,Pit Structure 1,CVM-1227,JUN,494,p,644,+r,Near Cutting,6V-273,5MT08938
FourCorners,5MT08938,Pit Structure 2,CVM-1158,JUN,509,,659,vv,Non-Cutting,6V-273,5MT08938
FourCorners,5MT08938,Pit Structure 2,CVM-1159,JUN,407,,675,rB,Cutting,6V-273,5MT08938
FourCorners,5MT08938,Pit Structure 2,CVM-1160,PNN,630,p,702,r,Cutting,6V-273,5MT08938
FourCorners,5MT08938,Pit Structure 2,CVM-1161,PNN,616,p,702,r,Cutting,6V-273,5MT08938
FourCorners,5MT08938,Pit Structure 2,CVM-1162,JUN,600,,697,vv,Non-Cutting,6V-273,5MT08938
FourCorners,5MT08938,Pit Structure 2,CVM-1163,JUN,555,p,690,v,Cutting,6V-273,5MT08938
FourCorners,5MT08938,Pit Structure 2,CVM-1164,JUN,635,p,691,r,Cutting,6V-273,5MT08938
FourCorners,5MT08938,Pit Structure 2,CVM-1167,PNN,594,p,701,r,Cutting,6V-273,5MT08938
FourCorners,5MT08938,Pit Structure 2,CVM-1172,JUN,374,,675,rB,Cutting,6V-273,5MT08938
FourCorners,5MT08938,Pit Structure 2,CVM-1174,PNN,619,,702,rB,Cutting,6V-273,5MT08938
FourCorners,5MT08938,Pit Structure 2,CVM-1175,PNN,610,,702,r,Cutting,6V-273,5MT08938
FourCorners,5MT08938,Pit Structure 2,CVM-1176,PNN,618,p,696,#NAME?,Near Cutting,6V-273,5MT08938
FourCorners,5MT08938,Pit Structure 2,CVM-1177,PNN,585,p,702,r,Cutting,6V-273,5MT08938
FourCorners,5MT08938,Pit Structure 2,CVM-1178,PNN,631,p,702,r,Cutting,6V-273,5MT08938
FourCorners,5MT08938,Pit Structure 2,CVM-1179,PNN,666,p,702,r,Cutting,6V-273,5MT08938
FourCorners,5MT08938,Pit Structure 2,CVM-1180,JUN,517,p,655,vv,Non-Cutting,6V-273,5MT08938
FourCorners,5MT08938,Pit Structure 2,CVM-1181,JUN,380,,674,rB,Cutting,6V-273,5MT08938
FourCorners,5MT08938,Pit Structure 2,CVM-1182,JUN,507,,695,#NAME?,Non-Cutting,6V-273,5MT08938
FourCorners,5MT08938,Pit Structure 2,CVM-1183,JUN,616,p,702,v,Cutting,6V-273,5MT08938
FourCorners,5MT08938,Pit Structure 2,CVM-1184,JUN,643,,702,r,Cutting,6V-273,5MT08938
FourCorners,5MT08938,Pit Structure 2,CVM-1185,JUN,417,,655,r,Cutting,6V-273,5MT08938
FourCorners,5MT08938,Pit Structure 2,CVM-1228,JUN,229,,691,r,Cutting,6V-273,5MT08938
FourCorners,5MT08938,Pit Structure 2,CVM-1230,JUN,625,,702,r,Cutting,6V-273,5MT08938
FourCorners,5MT08938,Pit Structure 2,CVM-1231,JUN,645,p,686,r,Cutting,6V-273,5MT08938
FourCorners,5MT08938,Pit Structure 2,CVM-1233,PNN,594,p,702,v,Cutting,6V-273,5MT08938
FourCorners,5MT08938,Pit Structure 2,CVM-1234,PNN,617,,702,r,Cutting,6V-273,5MT08938
FourCorners,5MT08943,Non-structure 4,CVM-1510,JUN,1016,,1099,#NAME?,Non-Cutting,6V-298,
FourCorners,5MT08943,Surface structure 09,CVM-1505,JUN,753,n,905,vv,Non-Cutting,6V-298,
FourCorners,5MT08943,Surface structure 11,CVM-1506,JUN,881,,1067,#NAME?,Near Cutting,6V-298,
FourCorners,5MT08943,Surface structure 12,CVM-1507,JUN,873,,1021,vv,Non-Cutting,6V-298,
FourCorners,5MT08943,Surface structure 12,CVM-1508,JUN,683,np,1029,#NAME?,Non-Cutting,6V-298,
FourCorners,5MT09072,Pit Structure 1,CVM-1238,JUN,423,,560,#NAME?,Non-Cutting,6V-274,
FourCorners,5MT09072,Pit Structure 2,CVM-1237,JUN,503,,585,vv,Non-Cutting,6V-274,
FourCorners,5MT09072,Surface Structure 1,CVM-1236,JUN,403,,520,#NAME?,Non-Cutting,6V-274,
FourCorners,5MT09168,Feature 3,CVM-1691,JUN,391,p,567,#NAME?,Non-Cutting,6V-316,
FourCorners,5MT09168,Feature 3,CVM-1693,JUN,538,p,615,vv,Non-Cutting,6V-316,
FourCorners,5MT09168,Feature 3,CVM-1694,JUN,433,p,624,vv,Non-Cutting,6V-316,
FourCorners,5MT09168,Feature 3,CVM-1695,JUN,546,,632,G inc.,Cutting,6V-316,
FourCorners,5MT09168,Feature 3,CVM-1696,JUN,442,p,632,#NAME?,Non-Cutting,6V-316,
FourCorners,5MT09168,Feature 3,CVM-1697,JUN,443,+/p,587,#NAME?,Non-Cutting,6V-316,
FourCorners,5MT09168,Feature 3,CVM-1698,JUN,544,,632,v inc.,Cutting,6V-316,
FourCorners,5MT09168,Feature 3,CVM-1699,JUN,510,p,637,#NAME?,Near Cutting,6V-316,
FourCorners,5MT09168,Feature 3,CVM-1700,JUN,325,+/p,632,rG inc.,Cutting,6V-316,
FourCorners,5MT09168,Feature 3,CVM-1701,JUN,449,p,562,#NAME?,Non-Cutting,6V-316,
FourCorners,5MT09168,Feature 3,CVM-1702,JUN,480,p,617,#NAME?,Non-Cutting,6V-316,
FourCorners,5MT09168,Feature 3,CVM-1704,JUN,477,,626,vv,Non-Cutting,6V-316,
FourCorners,5MT09168,Feature 3,CVM-1705,JUN,554,p,632,v comp.,Cutting,6V-316,
FourCorners,5MT09168,Feature 3,CVM-1708,JUN,380,p,556,#NAME?,Non-Cutting,6V-316,
FourCorners,5MT09168,Feature 3,CVM-1709,JUN,487,,531,vv,Non-Cutting,6V-316,
FourCorners,5MT09168,Feature 3,CVM-1710,JUN,421,,584,vv,Non-Cutting,6V-316,
FourCorners,5MT09168,Feature 3,CVM-1711,JUN,424,,634,#NAME?,Non-Cutting,6V-316,
FourCorners,5MT09343,Feature 5,CVM-2115,PP,585,p,674,v,Cutting,6V-330,
FourCorners,5MT09343,Feature 5,CVM-2116,JUN,540,p,666,vv,Non-Cutting,6V-330,
FourCorners,5MT09343,Feature 5,CVM-2117,JUN,537,p,626,vv,Non-Cutting,6V-330,
FourCorners,5MT09343,Feature 5,CVM-2118,JUN,588,,667,vv,Non-Cutting,6V-330,
FourCorners,5MT09343,Feature 5,CVM-2119,JUN,617,,685,vv,Non-Cutting,6V-330,
FourCorners,5MT09343,Feature 5,CVM-2120,PP,575,,628,vv,Non-Cutting,6V-330,
FourCorners,5MT09343,Feature 5,CVM-2121,JUN,512,p,683,r,Cutting,6V-330,
FourCorners,5MT09343,Feature 5,CVM-2123,JUN,611,p,660,v,Cutting,6V-330,
FourCorners,5MT09343,Feature 5,CVM-2124,JUN,621,,673,#NAME?,Non-Cutting,6V-330,
FourCorners,5MT09343,Feature 5,CVM-2127,JUN,521,,662,#NAME?,Non-Cutting,6V-330,
FourCorners,5MT09343,Feature 5,CVM-2128,JUN,463,p,618,vv,Non-Cutting,6V-330,
FourCorners,5MT09343,Feature 5,CVM-2129,JUN,621,,685,rG,Cutting,6V-330,
FourCorners,5MT09343,Feature 5,CVM-2130,JUN,615,p,685,r,Cutting,6V-330,
FourCorners,5MT09343,Feature 5,CVM-2131,PP,562,p,668,#NAME?,Non-Cutting,6V-330,
FourCorners,5MT09343,Feature 5,CVM-2132,JUN,533,p,648,vv,Non-Cutting,6V-330,
FourCorners,5MT09343,Feature 5,CVM-2134,JUN,342,+/-,631,vv,Non-Cutting,6V-330,
FourCorners,5MT09343,Feature 5,CVM-2135,JUN,431,+/-p,610,vv,Non-Cutting,6V-330,
FourCorners,5MT09343,Feature 7,CVM-2114,PP,580,,637,#NAME?,Non-Cutting,6V-330,
FourCorners,5MT09541,Feature 07.14,CVM-2263,JUN,845,+/-,1023,vv,Non-Cutting,6V-336,
FourCorners,5MT09541,Feature 07.14,CVM-2264,JUN,928,+/-p,1230,#NAME?,Non-Cutting,6V-336,
FourCorners,5MT09541,Feature 07.14,CVM-2265,JUN,733,,1048,vv,Non-Cutting,6V-336,
FourCorners,5MT09541,"Feature 12.00, Kiva",CVM-2253,JUN,848,,1065,vv,Non-Cutting,6V-336,
FourCorners,5MT09541,"Feature 12.00, Kiva",CVM-2254,JUN,1036,,1120,vv,Non-Cutting,6V-336,
FourCorners,5MT09541,"Feature 12.00, Kiva",CVM-2255,JUN,803,,1115,vv,Non-Cutting,6V-336,
FourCorners,5MT09541,"Feature 12.00, Kiva",CVM-2256,JUN,913,,1069,#NAME?,Non-Cutting,6V-336,
FourCorners,5MT09541,"Feature 12.00, Pithouse",CVM-2260,JUN,803,+/-,1231,vv,Non-Cutting,6V-336,
FourCorners,5MT09541,"Feature 12.00, Pithouse",CVM-2261,JUN,853,,1136,#NAME?,Non-Cutting,6V-336,
FourCorners,5MT09541,Feature 12.09,CVM-2266,JUN,1006,,1158,#NAME?,Non-Cutting,6V-336,
FourCorners,5MT09541,Feature 12.11,CVM-2271,JUN,814,,1150,#NAME?,Non-Cutting,6V-336,
FourCorners,5MT09541,Feature 12.14,CVM-2273,JUN,989,p,1161,#NAME?,Non-Cutting,6V-336,
FourCorners,5MT09541,Feature 12.14,CVM-2274,JUN,782,+/-,923,vv,Non-Cutting,6V-336,
FourCorners,5MT09541,Feature 12.14,CVM-2275,JUN,803,,920,vv,Non-Cutting,6V-336,
FourCorners,5MT09541,Feature 13.02,CVM-2277,JUN,947,,1150,#NAME?,Non-Cutting,6V-336,
FourCorners,5MT09541,Feature 13.02,CVM-2278,JUN,712,p,1170,vv,Non-Cutting,6V-336,
FourCorners,5MT09541,Feature 13.02,CVM-2279,JUN,707,p,1091,#NAME?,Non-Cutting,6V-336,
FourCorners,5MT09863,"Feature 07, pit structure",CVM-1618,JUN,815, ,1060,rB,Cutting,6V-311,
FourCorners,5MT09863,"Feature 07, pit structure",CVM-1619,JUN,781,+/-p,979,+r,Near Cutting,6V-311,
FourCorners,5MT09863,"Feature 07, pit structure",CVM-1620,JUN,735,+/-p,1038,#NAME?,Non-Cutting,6V-311,
FourCorners,5MT09863,"Feature 07, pit structure",CVM-1621,JUN,750,+/-,1063,r,Cutting,6V-311,
FourCorners,5MT09863,"Feature 07, pit structure",CVM-1622,JUN,726,p,1061,r,Cutting,6V-311,
FourCorners,5MT09863,"Feature 07, pit structure",CVM-1623,JUN,967,p,1064,rB,Cutting,6V-311,
FourCorners,5MT09863,"Feature 07, pit structure",CVM-1625,JUN,748,+/-p,1040,++r,Non-Cutting,6V-311,
FourCorners,5MT09863,"Feature 07, pit structure",CVM-1626,JUN,850,+/-p,1061,rB,Cutting,6V-311,
FourCorners,5MT09863,"Feature 07, pit structure",CVM-1627,JUN,676,+/-p,944,#NAME?,Non-Cutting,6V-311,
FourCorners,5MT09863,"Feature 07, pit structure",CVM-1628,JUN,910,+/-p,1061,r,Cutting,6V-311,
FourCorners,5MT09863,"Feature 07, pit structure",CVM-1629,JUN,926,+/-p,1063,r,Cutting,6V-311,
FourCorners,5MT09863,"Feature 07, pit structure",CVM-1630,JUN,852,+/-p,1061,r,Cutting,6V-311,
FourCorners,5MT09863,"Feature 07, pit structure",CVM-1634,JUN,773,+/-p,977,#NAME?,Near Cutting,6V-311,
FourCorners,5MT09863,"Feature 07, pit structure",CVM-1635,JUN,911,+/-p,1054,vv,Non-Cutting,6V-311,
FourCorners,5MT09863,"Feature 07, pit structure",CVM-1636,JUN,826,p,1060,rB,Cutting,6V-311,
FourCorners,5MT09863,"Feature 10, pit structure",CVM-1640,JUN,454,+/-p,652,#NAME?,Non-Cutting,6V-311,
FourCorners,5MT09863,"Feature 10, pit structure",CVM-1644,JUN,547,p,689,vv,Non-Cutting,6V-311,
FourCorners,5MT09873,"Feature 02, pit structure",CVM-1646,JUN,664,,859,vv,Non-Cutting,6V-312,
FourCorners,5MT09873,"Feature 02, pit structure",CVM-1647,JUN,651,+/-,971,#NAME?,Near Cutting,6V-312,
FourCorners,5MT09873,"Feature 02, pit structure",CVM-1648,JUN,723,,1061,r,Cutting,6V-312,
FourCorners,5MT09873,"Feature 02, pit structure",CVM-1649,JUN,742,+/-,1053,vv,Non-Cutting,6V-312,
FourCorners,5MT09873,"Feature 02, pit structure",CVM-1650,JUN,643,+/-p,948,#NAME?,Non-Cutting,6V-312,
FourCorners,5MT09873,"Feature 02, pit structure",CVM-1651,JUN,742,+/-p,1054,vv,Non-Cutting,6V-312,
FourCorners,5MT09873,"Feature 02, pit structure",CVM-1652,JUN,860,+/-,1056,#NAME?,Near Cutting,6V-312,
FourCorners,5MT09873,"Feature 02, pit structure",CVM-1653,JUN,855,+/-p,1049,++r,Non-Cutting,6V-312,
FourCorners,5MT09873,"Feature 02, pit structure",CVM-1654,JUN,815,p,1047,#NAME?,Non-Cutting,6V-312,
FourCorners,5MT09873,"Feature 02, pit structure",CVM-1655,JUN,734,+/-p,1045,vv,Non-Cutting,6V-312,
FourCorners,5MT09873,"Feature 02, pit structure",CVM-1656,JUN,715,p,1055,#NAME?,Non-Cutting,6V-312,
FourCorners,5MT09873,"Feature 02, pit structure",CVM-1657,JUN,651,+/-,1002,#NAME?,Non-Cutting,6V-312,
FourCorners,5MT09873,"Feature 02, pit structure",CVM-1658,JUN,888,+/-p,1064,rB,Cutting,6V-312,
FourCorners,5MT09873,"Feature 02, pit structure",CVM-1659,JUN,704,+/-p,1060,+r,Near Cutting,6V-312,
FourCorners,5MT09873,"Feature 02, pit structure",CVM-1660,JUN,838,+/-p,1035,#NAME?,Non-Cutting,6V-312,
FourCorners,5MT09873,"Feature 02, pit structure",CVM-1661,JUN,771,+/-p,1013,#NAME?,Non-Cutting,6V-312,
FourCorners,5MT09873,"Feature 02, pit structure",CVM-1662,JUN,615,+/-p,937,++r,Non-Cutting,6V-312,
FourCorners,5MT09873,"Feature 02, pit structure",CVM-1663,JUN,809,p,1061,+r,Near Cutting,6V-312,
FourCorners,5MT09873,"Feature 02, pit structure",CVM-1664,JUN,676,+/-p,938,#NAME?,Non-Cutting,6V-312,
FourCorners,5MT09873,"Feature 02, pit structure",CVM-1665,JUN,811,,1056,#NAME?,Near Cutting,6V-312,
FourCorners,5MT09873,"Feature 02, pit structure",CVM-1666,JUN,753,,989,vv,Non-Cutting,6V-312,
FourCorners,5MT09873,"Feature 02, pit structure",CVM-1667,JUN,711,+/-p,1061,+r,Near Cutting,6V-312,
FourCorners,5MT09873,"Feature 02, pit structure",CVM-1669,JUN,771,+/-p,1061,+r,Near Cutting,6V-312,
FourCorners,5MT09873,"Feature 02, pit structure",CVM-1670,JUN,682,p,1045,#NAME?,Non-Cutting,6V-312,
FourCorners,5MT09873,"Feature 02, pit structure",CVM-1671,JUN,813,,1033,#NAME?,Non-Cutting,6V-312,
FourCorners,5MT09873,"Feature 02, pit structure",CVM-1672,JUN,804,,1061,#NAME?,Near Cutting,6V-312,
FourCorners,5MT09873,"Feature 02, pit structure",CVM-1673,JUN,689,p,1047,vv,Non-Cutting,6V-312,
FourCorners,5MT09873,"Feature 02, pit structure",CVM-1674,JUN,712,+/-p,1064,r,Cutting,6V-312,
FourCorners,5MT09873,"Feature 02, pit structure",CVM-1675,JUN,743,,1056,vv,Non-Cutting,6V-312,
FourCorners,5MT09873,"Feature 02, pit structure",CVM-1676,JUN,697,p,1064,vv,Non-Cutting,6V-312,
FourCorners,5MT09873,"Feature 02, pit structure",CVM-1677,JUN,813,p,1063,+r,Near Cutting,6V-312,
FourCorners,5MT09873,"Feature 02, pit structure",CVM-1678,JUN,707,+/-,1030,#NAME?,Non-Cutting,6V-312,
FourCorners,5MT09873,"Feature 02, pit structure",CVM-1679,JUN,788,+/-p,1061,+r,Near Cutting,6V-312,
FourCorners,5MT09873,"Feature 02, pit structure",CVM-1680,JUN,692,+/-p,1035,#NAME?,Non-Cutting,6V-312,
FourCorners,5MT09873,"Feature 02, pit structure",CVM-1681,JUN,881,p,1034,vv,Non-Cutting,6V-312,
FourCorners,5MT09873,"Feature 02, pit structure",CVM-1682,JUN,766,,919,#NAME?,Non-Cutting,6V-312,
FourCorners,5MT09873,"Feature 02, pit structure",CVM-1684,JUN,768,+/-p,1063,+r,Near Cutting,6V-312,
FourCorners,5MT09873,"Feature 02, pit structure",CVM-1685,JUN,685,+/-,973,vv,Non-Cutting,6V-312,
FourCorners,5MT09873,"Feature 02, pit structure",CVM-1686,JUN,796,+/-p,1062,+r,Near Cutting,6V-312,
FourCorners,5MT09873,"Feature 02, pit structure",CVM-1687,JUN,834,,1036,#NAME?,Non-Cutting,6V-312,
FourCorners,5MT09873,"Feature 02, pit structure",CVM-1688,JUN,795,,1045,#NAME?,Non-Cutting,6V-312,
FourCorners,5MT09873,"Feature 02, pit structure",CVM-1689,JUN,732,+/-p,1038,#NAME?,Non-Cutting,6V-312,
FourCorners,5MT09924,Feature 05.07,CVM-2469,JUN,813,p,1053,vv,Non-Cutting,6V-337,
FourCorners,5MT09924,Feature 08.03,CVM-2470,JUN,773,+/-,944,#NAME?,Non-Cutting,6V-337,
FourCorners,5MT09924,Feature 08.41,CVM-2471,JUN,948,,1052,#NAME?,Non-Cutting,6V-337,
FourCorners,5MT09924,Feature 15.00,CVM-2459,JUN,864,+/-p,986,vv,Non-Cutting,6V-337,
FourCorners,5MT09924,Feature 15.00,CVM-2460,JUN,732,p,989,vv,Non-Cutting,6V-337,
FourCorners,5MT09924,Feature 15.00,CVM-2461,JUN,725,+/-,1037,#NAME?,Non-Cutting,6V-337,
FourCorners,5MT09924,Feature 15.00,CVM-2462,JUN,658,+/-p,975,vv,Non-Cutting,6V-337,
FourCorners,5MT09924,Feature 15.00,CVM-2463,JUN,932,,1007,vv,Non-Cutting,6V-337,
FourCorners,5MT09924,Feature 15.00,CVM-2464,JUN,748,+/-p,1067,#NAME?,Near Cutting,6V-337,
FourCorners,5MT09924,Feature 15.00,CVM-2465,JUN,978,,1074,#NAME?,Non-Cutting,6V-337,
FourCorners,5MT09924,Feature 15.00,CVM-2467,JUN,815,+/-p,989,vv,Non-Cutting,6V-337,
FourCorners,5MT09924,Feature 41.00,CVM-2466,JUN,1007,,1114,vv,Non-Cutting,6V-337,
