VEP_Site_Name,VEP_Trinomial,VEP_LA_number,Boc_Site_Name,Boc_Site_Number,Boc_SiteID,Canon_Site_Name,Canon_Trinomial,Canon_LA_Number,Canon_SiteID,Aliases,Study Area,GIVE UP!,Comment,Canon Complete?
,5MT404,,,,,,5MT404,,,,CMV,,,Yes
,5MT409,,,,,,5MT409,,,,CMV,,,Yes
,5MT410,,,,,,5MT410,,,,CMV,,,Yes
,5MT4106,,,,,,5MT4106,,,,CMV,,,Yes
,5MT4109,,,,,,5MT4109,,,,CMV,,,Yes
,5MT412,,,,,,5MT412,,,,CMV,,,Yes
,5MT4125,,,,,,5MT4125,,,,CMV,,,Yes
,5MT413,,,,,,5MT413,,,,CMV,,,Yes
,5MT414,,,,,,5MT414,,,,CMV,,,Yes
,5MT4143,,,,,,5MT4143,,,,CMV,,,Yes
,5MT415,,,,,,5MT415,,,,CMV,,,Yes
,5MT4150,,,,,,5MT4150,,,,CMV,,,Yes
,5MT4155,,,,,,5MT4155,,,,CMV,,,Yes
,5MT418,,,,,,5MT418,,,,CMV,,,Yes
,5MT419,,,,,,5MT419,,,,CMV,,,Yes
,5MT4190,,,,,,5MT4190,,,,CMV,,,Yes
,5MT4192,,,,,,5MT4192,,,,CMV,,,Yes
,5MT420,,,,,,5MT420,,,,CMV,,,Yes
,5MT4202,,,,,,5MT4202,,,,CMV,,,Yes
,5MT4203,,,,,,5MT4203,,,,CMV,,,Yes
,5MT4205,,,,,,5MT4205,,,,CMV,,,Yes
,5MT421,,,,,,5MT421,,,,CMV,,,Yes
,5MT4232,,,,,,5MT4232,,,,CMV,,,Yes
,5MT426,,,,,,5MT426,,,,CMV,,,Yes
,5MT4278,,,,,,5MT4278,,,,CMV,,,Yes
,5MT428,,,,,,5MT428,,,,CMV,,,Yes
,5MT4285,,,,,,5MT4285,,,,CMV,,,Yes
,5MT429,,,,,,5MT429,,,,CMV,,,Yes
,5MT430,,,,,,5MT430,,,,CMV,,,Yes
,5MT431,,,,,,5MT431,,,,CMV,,,Yes
,5MT4318,,,,,,5MT4318,,,,CMV,,,Yes
,5MT4326,,,,,,5MT4326,,,,CMV,,,Yes
,5MT4328,,,,,,5MT4328,,,,CMV,,,Yes
,5MT4332,,,,,,5MT4332,,,,CMV,,,Yes
,5MT4339,,,,,,5MT4339,,,,CMV,,,Yes
,5MT4344,,,,,,5MT4344,,,,CMV,,,Yes
,5MT4345,,,,,,5MT4345,,,,CMV,,,Yes
,5MT4347,,,,,,5MT4347,,,,CMV,,,Yes
,5MT4351,,,,,,5MT4351,,,,CMV,,,Yes
,5MT4352,,,,,,5MT4352,,,,CMV,,,Yes
,5MT4355,,,,,,5MT4355,,,,CMV,,,Yes
,5MT436,,,,,,5MT436,,,,CMV,,,Yes
,5MT4361,,,,,,5MT4361,,,,CMV,,,Yes
,5MT4370,,,,,,5MT4370,,,,CMV,,,Yes
,5MT4371,,,,,,5MT4371,,,,CMV,,,Yes
,5MT4374,,,,,,5MT4374,,,,CMV,,,Yes
,5MT4379,,,,,,5MT4379,,,,CMV,,,Yes
,5MT438,,,,,,5MT438,,,,CMV,,,Yes
,5MT4381,,,,,,5MT4381,,,,CMV,,,Yes
,5MT4384,,,,,,5MT4384,,,,CMV,,,Yes
,5MT4386,,,,,,5MT4386,,,,CMV,,,Yes
,5MT4393,,,,,,5MT4393,,,,CMV,,,Yes
,5MT4396,,,,,,5MT4396,,,,CMV,,,Yes
,5MT440,,,,,,5MT440,,,,CMV,,,Yes
,5MT4410,,,,,,5MT4410,,,,CMV,,,Yes
,5MT4412,,,,,,5MT4412,,,,CMV,,,Yes
,5MT4416,,,,,,5MT4416,,,,CMV,,,Yes
,5MT4420,,,,,,5MT4420,,,,CMV,,,Yes
,5MT4422,,,,,,5MT4422,,,,CMV,,,Yes
,5MT4426,,,,,,5MT4426,,,,CMV,,,Yes
,5MT4429,,,,,,5MT4429,,,,CMV,,,Yes
,5MT4430,,,,,,5MT4430,,,,CMV,,,Yes
,5MT4431,,,,,,5MT4431,,,,CMV,,,Yes
,5MT4448,,,,,,5MT4448,,,,CMV,,,Yes
,5MT4449,,,,,,5MT4449,,,,CMV,,,Yes
,5MT445,,,,,,5MT445,,,,CMV,,,Yes
,5MT4452,,,,,,5MT4452,,,,CMV,,,Yes
,5MT4453,,,,,,5MT4453,,,,CMV,,,Yes
,5MT4455,,,,,,5MT4455,,,,CMV,,,Yes
,5MT4456,,,,,,5MT4456,,,,CMV,,,Yes
,5MT4457,,,,,,5MT4457,,,,CMV,,,Yes
,5MT4458,,,,,,5MT4458,,,,CMV,,,Yes
,5MT4459,,,,,,5MT4459,,,,CMV,,,Yes
,5MT446,,,,,,5MT446,,,,CMV,,,Yes
,5MT4460,,,,,,5MT4460,,,,CMV,,,Yes
,5MT4462,,,,,,5MT4462,,,,CMV,,,Yes
,5MT4463,,,,,,5MT4463,,,,CMV,,,Yes
,5MT4464,,,,,,5MT4464,,,,CMV,,,Yes
,5MT4468,,,,,,5MT4468,,,,CMV,,,Yes
,5MT4469,,,,,,5MT4469,,,,CMV,,,Yes
,5MT447,,,,,,5MT447,,,,CMV,,,Yes
,5MT4473,,,,,,5MT4473,,,,CMV,,,Yes
,5MT4476,,,,,,5MT4476,,,,CMV,,,Yes
,5MT4478,,,,,,5MT4478,,,,CMV,,,Yes
,5MT4482,,,,,,5MT4482,,,,CMV,,,Yes
,5MT4483,,,,,,5MT4483,,,,CMV,,,Yes
,5MT4492,,,,,,5MT4492,,,,CMV,,,Yes
,5MT4493,,,,,,5MT4493,,,,CMV,,,Yes
,5MT4494,,,,,,5MT4494,,,,CMV,,,Yes
,5MT4496,,,,,,5MT4496,,,,CMV,,,Yes
,5MT4498,,,,,,5MT4498,,,,CMV,,,Yes
,5MT4501,,,,,,5MT4501,,,,CMV,,,Yes
,5MT4502,,,,,,5MT4502,,,,CMV,,,Yes
,5MT4504,,,,,,5MT4504,,,,CMV,,,Yes
,5MT4507,,,,,,5MT4507,,,,CMV,,,Yes
,5MT4508,,,,,,5MT4508,,,,CMV,,,Yes
,5MT4510,,,,,,5MT4510,,,,CMV,,,Yes
,5MT4514,,,,,,5MT4514,,,,CMV,,,Yes
,5MT4515,,,,,,5MT4515,,,,CMV,,,Yes
,5MT452,,,,,,5MT452,,,,CMV,,,Yes
,5MT4525,,,,,,5MT4525,,,,CMV,,,Yes
,5MT453,,,,,,5MT453,,,,CMV,,,Yes
,5MT4536,,,,,,5MT4536,,,,CMV,,,Yes
,5MT4537,,,,,,5MT4537,,,,CMV,,,Yes
,5MT4538,,,,,,5MT4538,,,,CMV,,,Yes
,5MT4539,,,,,,5MT4539,,,,CMV,,,Yes
,5MT454,,,,,,5MT454,,,,CMV,,,Yes
,5MT4540,,,,,,5MT4540,,,,CMV,,,Yes
,5MT4542,,,,,,5MT4542,,,,CMV,,,Yes
,5MT4543,,,,,,5MT4543,,,,CMV,,,Yes
,5MT4546,,,,,,5MT4546,,,,CMV,,,Yes
,5MT4547,,,,,,5MT4547,,,,CMV,,,Yes
,5MT455,,,,,,5MT455,,,,CMV,,,Yes
,5MT4555,,,,,,5MT4555,,,,CMV,,,Yes
,5MT4556,,,,,,5MT4556,,,,CMV,,,Yes
,5MT4558,,,,,,5MT4558,,,,CMV,,,Yes
,5MT456,,,,,,5MT456,,,,CMV,,,Yes
,5MT4577,,,,,,5MT4577,,,,CMV,,,Yes
,5MT458,,,,,,5MT458,,,,CMV,,,Yes
,5MT459,,,,,,5MT459,,,,CMV,,,Yes
,5MT4590,,,,,,5MT4590,,,,CMV,,,Yes
,5MT4593,,,,,,5MT4593,,,,CMV,,,Yes
,5MT460,,,,,,5MT460,,,,CMV,,,Yes
,5MT4607,,,,,,5MT4607,,,,CMV,,,Yes
,5MT4609,,,,,,5MT4609,,,,CMV,,,Yes
,5MT4610,,,,,,5MT4610,,,,CMV,,,Yes
,5MT4612,,,,,,5MT4612,,,,CMV,,,Yes
,5MT4621,,,,,,5MT4621,,,,CMV,,,Yes
,5MT4622,,,,,,5MT4622,,,,CMV,,,Yes
,5MT4623,,,,,,5MT4623,,,,CMV,,,Yes
,5MT4624,,,,,,5MT4624,,,,CMV,,,Yes
,5MT4625,,,,,,5MT4625,,,,CMV,,,Yes
,5MT4626,,,,,,5MT4626,,,,CMV,,,Yes
,5MT4627,,,,,,5MT4627,,,,CMV,,,Yes
,5MT4628,,,,,,5MT4628,,,,CMV,,,Yes
,5MT4629,,,,,,5MT4629,,,,CMV,,,Yes
,5MT463,,,,,,5MT463,,,,CMV,,,Yes
,5MT4630,,,,,,5MT4630,,,,CMV,,,Yes
,5MT465,,,,,,5MT465,,,,CMV,,,Yes
,5MT4652,,,,,,5MT4652,,,,CMV,,,Yes
,5MT4653,,,,,,5MT4653,,,,CMV,,,Yes
,5MT4657,,,,,,5MT4657,,,,CMV,,,Yes
,5MT466,,,,,,5MT466,,,,CMV,,,Yes
,5MT4661,,,,,,5MT4661,,,,CMV,,,Yes
,5MT4664,,,,,,5MT4664,,,,CMV,,,Yes
,5MT467,,,,,,5MT467,,,,CMV,,,Yes
,5MT4676,,,,,,5MT4676,,,,CMV,,,Yes
,5MT468,,,,,,5MT468,,,,CMV,,,Yes
,5MT4686,,,,,,5MT4686,,,,CMV,,,Yes
,5MT469,,,,,,5MT469,,,,CMV,,,Yes
,5MT4698,,,,,,5MT4698,,,,CMV,,,Yes
,5MT4699,,,,,,5MT4699,,,,CMV,,,Yes
,5MT4703,,,,,,5MT4703,,,,CMV,,,Yes
,5MT4705,,,,,,5MT4705,,,,CMV,,,Yes
,5MT4706,,,,,,5MT4706,,,,CMV,,,Yes
,5MT4707,,,,,,5MT4707,,,,CMV,,,Yes
,5MT4710,,,,,,5MT4710,,,,CMV,,,Yes
,5MT4714,,,,,,5MT4714,,,,CMV,,,Yes
,5MT4715,,,,,,5MT4715,,,,CMV,,,Yes
,5MT4717,,,,,,5MT4717,,,,CMV,,,Yes
,5MT4720,,,,,,5MT4720,,,,CMV,,,Yes
,5MT4727,,,,,,5MT4727,,,,CMV,,,Yes
,5MT4729,,,,,,5MT4729,,,,CMV,,,Yes
,5MT473,,,,,,5MT473,,,,CMV,,,Yes
,5MT4731,,,,,,5MT4731,,,,CMV,,,Yes
,5MT4734,,,,,,5MT4734,,,,CMV,,,Yes
,5MT474,,,,,,5MT474,,,,CMV,,,Yes
,5MT4741,,,,,,5MT4741,,,,CMV,,,Yes
,5MT4743,,,,,,5MT4743,,,,CMV,,,Yes
,5MT4747,,,,,,5MT4747,,,,CMV,,,Yes
,5MT475,,,,,,5MT475,,,,CMV,,,Yes
,5MT476,,,,,,5MT476,,,,CMV,,,Yes
,5MT4765,,,,,,5MT4765,,,,CMV,,,Yes
,5MT478,,,,,,5MT478,,,,CMV,,,Yes
,5MT4793,,,,,,5MT4793,,,,CMV,,,Yes
,5MT4794,,,,,,5MT4794,,,,CMV,,,Yes
,5MT4799,,,,,,5MT4799,,,,CMV,,,Yes
,5MT4805,,,,,,5MT4805,,,,CMV,,,Yes
,5MT4807,,,,,,5MT4807,,,,CMV,,,Yes
,5MT4808,,,,,,5MT4808,,,,CMV,,,Yes
,5MT4809,,,,,,5MT4809,,,,CMV,,,Yes
,5MT4815,,,,,,5MT4815,,,,CMV,,,Yes
,5MT4817,,,,,,5MT4817,,,,CMV,,,Yes
,5MT4823,,,,,,5MT4823,,,,CMV,,,Yes
,5MT4826,,,,,,5MT4826,,,,CMV,,,Yes
,5MT4830,,,,,,5MT4830,,,,CMV,,,Yes
,5MT4831,,,,,,5MT4831,,,,CMV,,,Yes
,5MT4833,,,,,,5MT4833,,,,CMV,,,Yes
,5MT4836,,,,,,5MT4836,,,,CMV,,,Yes
,5MT4837,,,,,,5MT4837,,,,CMV,,,Yes
,5MT4843,,,,,,5MT4843,,,,CMV,,,Yes
,5MT4850,,,,,,5MT4850,,,,CMV,,,Yes
,5MT4855,,,,,,5MT4855,,,,CMV,,,Yes
,5MT4859,,,,,,5MT4859,,,,CMV,,,Yes
,5MT486,,,,,,5MT486,,,,CMV,,,Yes
,5MT4862,,,,,,5MT4862,,,,CMV,,,Yes
,5MT4865,,,,,,5MT4865,,,,CMV,,,Yes
,5MT4866,,,,,,5MT4866,,,,CMV,,,Yes
,5MT4867,,,,,,5MT4867,,,,CMV,,,Yes
,5MT4868,,,,,,5MT4868,,,,CMV,,,Yes
,5MT4869,,,,,,5MT4869,,,,CMV,,,Yes
,5MT487,,,,,,5MT487,,,,CMV,,,Yes
,5MT4876,,,,,,5MT4876,,,,CMV,,,Yes
,5MT4877,,,,,,5MT4877,,,,CMV,,,Yes
,5MT4878,,,,,,5MT4878,,,,CMV,,,Yes
,5MT488,,,,,,5MT488,,,,CMV,,,Yes
,5MT4881,,,,,,5MT4881,,,,CMV,,,Yes
,5MT4882,,,,,,5MT4882,,,,CMV,,,Yes
,5MT4883,,,,,,5MT4883,,,,CMV,,,Yes
,5MT4885,,,,,,5MT4885,,,,CMV,,,Yes
,5MT489,,,,,,5MT489,,,,CMV,,,Yes
,5MT4891,,,,,,5MT4891,,,,CMV,,,Yes
,5MT4892,,,,,,5MT4892,,,,CMV,,,Yes
,5MT490,,,,,,5MT490,,,,CMV,,,Yes
,5MT4901,,,,,,5MT4901,,,,CMV,,,Yes
,5MT4902,,,,,,5MT4902,,,,CMV,,,Yes
,5MT491,,,,,,5MT491,,,,CMV,,,Yes
,5MT4912,,,,,,5MT4912,,,,CMV,,,Yes
,5MT4927,,,,,,5MT4927,,,,CMV,,,Yes
,5MT4928,,,,,,5MT4928,,,,CMV,,,Yes
,5MT4929,,,,,,5MT4929,,,,CMV,,,Yes
,5MT493,,,,,,5MT493,,,,CMV,,,Yes
,5MT4931,,,,,,5MT4931,,,,CMV,,,Yes
,5MT4933,,,,,,5MT4933,,,,CMV,,,Yes
,5MT4934,,,,,,5MT4934,,,,CMV,,,Yes
,5MT4935,,,,,,5MT4935,,,,CMV,,,Yes
,5MT4938,,,,,,5MT4938,,,,CMV,,,Yes
,5MT4939,,,,,,5MT4939,,,,CMV,,,Yes
,5MT494,,,,,,5MT494,,,,CMV,,,Yes
,5MT4940,,,,,,5MT4940,,,,CMV,,,Yes
,5MT4943,,,,,,5MT4943,,,,CMV,,,Yes
,5MT4945,,,,,,5MT4945,,,,CMV,,,Yes
,5MT495,,,,,,5MT495,,,,CMV,,,Yes
,5MT4952,,,,,,5MT4952,,,,CMV,,,Yes
,5MT4956,,,,,,5MT4956,,,,CMV,,,Yes
,5MT496,,,,,,5MT496,,,,CMV,,,Yes
,5MT497,,,,,,5MT497,,,,CMV,,,Yes
,5MT4974,,,,,,5MT4974,,,,CMV,,,Yes
,5MT498,,,,,,5MT498,,,,CMV,,,Yes
,5MT4992,,,,,,5MT4992,,,,CMV,,,Yes
,5MT4993,,,,,,5MT4993,,,,CMV,,,Yes
,5MT4994,,,,,,5MT4994,,,,CMV,,,Yes
,5MT4995,,,,,,5MT4995,,,,CMV,,,Yes
,5MT4996,,,,,,5MT4996,,,,CMV,,,Yes
,5MT4998,,,,,,5MT4998,,,,CMV,,,Yes
,5MT4999,,,,,,5MT4999,,,,CMV,,,Yes
,5MT500,,,,,,5MT500,,,,CMV,,,Yes
,5MT5001,,,,,,5MT5001,,,,CMV,,,Yes
,5MT5002,,,,,,5MT5002,,,,CMV,,,Yes
,5MT5003,,,,,,5MT5003,,,,CMV,,,Yes
,5MT5004,,,,,,5MT5004,,,,CMV,,,Yes
,5MT5005,,,,,,5MT5005,,,,CMV,,,Yes
,5MT5011,,,,,,5MT5011,,,,CMV,,,Yes
,5MT5013,,,,,,5MT5013,,,,CMV,,,Yes
,5MT5017,,,,,,5MT5017,,,,CMV,,,Yes
,5MT5018,,,,,,5MT5018,,,,CMV,,,Yes
,5MT5019,,,,,,5MT5019,,,,CMV,,,Yes
,5MT5022,,,,,,5MT5022,,,,CMV,,,Yes
,5MT5023,,,,,,5MT5023,,,,CMV,,,Yes
,5MT5024,,,,,,5MT5024,,,,CMV,,,Yes
,5MT5025,,,,,,5MT5025,,,,CMV,,,Yes
,5MT5028,,,,,,5MT5028,,,,CMV,,,Yes
,5MT5029,,,,,,5MT5029,,,,CMV,,,Yes
,5MT5034,,,,,,5MT5034,,,,CMV,,,Yes
,5MT5038,,,,,,5MT5038,,,,CMV,,,Yes
,5MT5043,,,,,,5MT5043,,,,CMV,,,Yes
,5MT5044,,,,,,5MT5044,,,,CMV,,,Yes
,5MT5052,,,,,,5MT5052,,,,CMV,,,Yes
,5MT5056,,,,,,5MT5056,,,,CMV,,,Yes
,5MT5082,,,,,,5MT5082,,,,CMV,,,Yes
,5MT5083,,,,,,5MT5083,,,,CMV,,,Yes
,5MT5085,,,,,,5MT5085,,,,CMV,,,Yes
,5MT5088,,,,,,5MT5088,,,,CMV,,,Yes
,5MT5090,,,,,,5MT5090,,,,CMV,,,Yes
,5MT510,,,,,,5MT510,,,,CMV,,,Yes
,5MT5110,,,,,,5MT5110,,,,CMV,,,Yes
,5MT5119,,,,,,5MT5119,,,,CMV,,,Yes
,5MT512,,,,,,5MT512,,,,CMV,,,Yes
,5MT5120,,,,,,5MT5120,,,,CMV,,,Yes
,5MT5121,,,,,,5MT5121,,,,CMV,,,Yes
,5MT5122,,,,,,5MT5122,,,,CMV,,,Yes
,5MT5123,,,,,,5MT5123,,,,CMV,,,Yes
,5MT5124,,,,,,5MT5124,,,,CMV,,,Yes
,5MT5125,,,,,,5MT5125,,,,CMV,,,Yes
,5MT5126,,,,,,5MT5126,,,,CMV,,,Yes
,5MT5129,,,,,,5MT5129,,,,CMV,,,Yes
,5MT513,,,,,,5MT513,,,,CMV,,,Yes
,5MT5137,,,,,,5MT5137,,,,CMV,,,Yes
,5MT5140,,,,,,5MT5140,,,,CMV,,,Yes
,5MT5141,,,,,,5MT5141,,,,CMV,,,Yes
,5MT5143,,,,,,5MT5143,,,,CMV,,,Yes
,5MT5146,,,,,,5MT5146,,,,CMV,,,Yes
,5MT5147,,,,,,5MT5147,,,,CMV,,,Yes
,5MT5149,,,,,,5MT5149,,,,CMV,,,Yes
,5MT515,,,,,,5MT515,,,,CMV,,,Yes
,5MT5150,,,,,,5MT5150,,,,CMV,,,Yes
,5MT5154,,,,,,5MT5154,,,,CMV,,,Yes
,5MT517,,,,,,5MT517,,,,CMV,,,Yes
,5MT5183,,,,,,5MT5183,,,,CMV,,,Yes
,5MT519,,,,,,5MT519,,,,CMV,,,Yes
,5MT520,,,,,,5MT520,,,,CMV,,,Yes
,5MT522,,,,,,5MT522,,,,CMV,,,Yes
,5MT523,,,,,,5MT523,,,,CMV,,,Yes
,5MT524,,,,,,5MT524,,,,CMV,,,Yes
,5MT525,,,,,,5MT525,,,,CMV,,,Yes
,5MT526,,,,,,5MT526,,,,CMV,,,Yes
,5MT527,,,,,,5MT527,,,,CMV,,,Yes
,5MT5299,,,,,,5MT5299,,,,CMV,,,Yes
,5MT5300,,,,,,5MT5300,,,,CMV,,,Yes
,5MT5301,,,,,,5MT5301,,,,CMV,,,Yes
,5MT5303,,,,,,5MT5303,,,,CMV,,,Yes
,5MT5304,,,,,,5MT5304,,,,CMV,,,Yes
,5MT5305,,,,,,5MT5305,,,,CMV,,,Yes
,5MT5307,,,,,,5MT5307,,,,CMV,,,Yes
,5MT5309,,,,,,5MT5309,,,,CMV,,,Yes
,5MT531,,,,,,5MT531,,,,CMV,,,Yes
,5MT5311,,,,,,5MT5311,,,,CMV,,,Yes
,5MT5312,,,,,,5MT5312,,,,CMV,,,Yes
,5MT5313,,,,,,5MT5313,,,,CMV,,,Yes
,5MT5314,,,,,,5MT5314,,,,CMV,,,Yes
,5MT5316,,,,,,5MT5316,,,,CMV,,,Yes
,5MT5321,,,,,,5MT5321,,,,CMV,,,Yes
,5MT5322,,,,,,5MT5322,,,,CMV,,,Yes
,5MT5324,,,,,,5MT5324,,,,CMV,,,Yes
,5MT5347,,,,,,5MT5347,,,,CMV,,,Yes
,5MT535,,,,,,5MT535,,,,CMV,,,Yes
,5MT536,,,,,,5MT536,,,,CMV,,,Yes
,5MT5360,,,,,,5MT5360,,,,CMV,,,Yes
,5MT5365,,,,,,5MT5365,,,,CMV,,,Yes
,5MT5366,,,,,,5MT5366,,,,CMV,,,Yes
,5MT5367,,,,,,5MT5367,,,,CMV,,,Yes
,5MT5368,,,,,,5MT5368,,,,CMV,,,Yes
,5MT537,,,,,,5MT537,,,,CMV,,,Yes
,5MT544,,,,,,5MT544,,,,CMV,,,Yes
,5MT5446,,,,,,5MT5446,,,,CMV,,,Yes
,5MT5450,,,,,,5MT5450,,,,CMV,,,Yes
,5MT5451,,,,,,5MT5451,,,,CMV,,,Yes
,5MT5453,,,,,,5MT5453,,,,CMV,,,Yes
,5MT5455,,,,,,5MT5455,,,,CMV,,,Yes
,5MT5456,,,,,,5MT5456,,,,CMV,,,Yes
,5MT5457,,,,,,5MT5457,,,,CMV,,,Yes
,5MT5461,,,,,,5MT5461,,,,CMV,,,Yes
,5MT5464,,,,,,5MT5464,,,,CMV,,,Yes
,5MT5468,,,,,,5MT5468,,,,CMV,,,Yes
,5MT5469,,,,,,5MT5469,,,,CMV,,,Yes
,5MT547,,,,,,5MT547,,,,CMV,,,Yes
,5MT548,,,,,,5MT548,,,,CMV,,,Yes
,5MT5480,,,,,,5MT5480,,,,CMV,,,Yes
,5MT5492,,,,,,5MT5492,,,,CMV,,,Yes
,5MT5493,,,,,,5MT5493,,,,CMV,,,Yes
,5MT5495,,,,,,5MT5495,,,,CMV,,,Yes
,5MT5496,,,,,,5MT5496,,,,CMV,,,Yes
,5MT5497,,,,,,5MT5497,,,,CMV,,,Yes
,5MT5499,,,,,,5MT5499,,,,CMV,,,Yes
,5MT550,,,,,,5MT550,,,,CMV,,,Yes
,5MT5500,,,,,,5MT5500,,,,CMV,,,Yes
,5MT5501,,,,,,5MT5501,,,,CMV,,,Yes
,5MT5502,,,,,,5MT5502,,,,CMV,,,Yes
,5MT5503,,,,,,5MT5503,,,,CMV,,,Yes
,5MT5505,,,,,,5MT5505,,,,CMV,,,Yes
,5MT5506,,,,,,5MT5506,,,,CMV,,,Yes
,5MT5517,,,,,,5MT5517,,,,CMV,,,Yes
,5MT5519,,,,,,5MT5519,,,,CMV,,,Yes
,5MT5521,,,,,,5MT5521,,,,CMV,,,Yes
,5MT5522,,,,,,5MT5522,,,,CMV,,,Yes
,5MT5536,,,,,,5MT5536,,,,CMV,,,Yes
,5MT5551,,,,,,5MT5551,,,,CMV,,,Yes
,5MT5555,,,,,,5MT5555,,,,CMV,,,Yes
,5MT5559,,,,,,5MT5559,,,,CMV,,,Yes
,5MT556,,,,,,5MT556,,,,CMV,,,Yes
,5MT5565,,,,,,5MT5565,,,,CMV,,,Yes
,5MT5569,,,,,,5MT5569,,,,CMV,,,Yes
,5MT561,,,,,,5MT561,,,,CMV,,,Yes
,5MT563,,,,,,5MT563,,,,CMV,,,Yes
,5MT564,,,,,,5MT564,,,,CMV,,,Yes
,5MT566,,,,,,5MT566,,,,CMV,,,Yes
,5MT568,,,,,,5MT568,,,,CMV,,,Yes
,5MT5684,,,,,,5MT5684,,,,CMV,,,Yes
,5MT569,,,,,,5MT569,,,,CMV,,,Yes
,5MT571,,,,,,5MT571,,,,CMV,,,Yes
,5MT5717,,,,,,5MT5717,,,,CMV,,,Yes
,5MT5718,,,,,,5MT5718,,,,CMV,,,Yes
,5MT5719,,,,,,5MT5719,,,,CMV,,,Yes
,5MT572,,,,,,5MT572,,,,CMV,,,Yes
,5MT5721,,,,,,5MT5721,,,,CMV,,,Yes
,5MT5725,,,,,,5MT5725,,,,CMV,,,Yes
,5MT5727,,,,,,5MT5727,,,,CMV,,,Yes
,5MT5729,,,,,,5MT5729,,,,CMV,,,Yes
,5MT5730,,,,,,5MT5730,,,,CMV,,,Yes
,5MT5731,,,,,,5MT5731,,,,CMV,,,Yes
,5MT5735,,,,,,5MT5735,,,,CMV,,,Yes
,5MT5736,,,,,,5MT5736,,,,CMV,,,Yes
,5MT5737,,,,,,5MT5737,,,,CMV,,,Yes
,5MT5738,,,,,,5MT5738,,,,CMV,,,Yes
,5MT574,,,,,,5MT574,,,,CMV,,,Yes
,5MT5740,,,,,,5MT5740,,,,CMV,,,Yes
,5MT5754,,,,,,5MT5754,,,,CMV,,,Yes
,5MT5755,,,,,,5MT5755,,,,CMV,,,Yes
,5MT5756,,,,,,5MT5756,,,,CMV,,,Yes
,5MT5757,,,,,,5MT5757,,,,CMV,,,Yes
,5MT5758,,,,,,5MT5758,,,,CMV,,,Yes
,5MT576,,,,,,5MT576,,,,CMV,,,Yes
,5MT5769,,,,,,5MT5769,,,,CMV,,,Yes
,5MT5770,,,,,,5MT5770,,,,CMV,,,Yes
,5MT5772,,,,,,5MT5772,,,,CMV,,,Yes
,5MT5774,,,,,,5MT5774,,,,CMV,,,Yes
,5MT5775,,,,,,5MT5775,,,,CMV,,,Yes
,5MT5776,,,,,,5MT5776,,,,CMV,,,Yes
,5MT5777,,,,,,5MT5777,,,,CMV,,,Yes
,5MT5778,,,,,,5MT5778,,,,CMV,,,Yes
,5MT578,,,,,,5MT578,,,,CMV,,,Yes
,5MT5780,,,,,,5MT5780,,,,CMV,,,Yes
,5MT5781,,,,,,5MT5781,,,,CMV,,,Yes
,5MT5782,,,,,,5MT5782,,,,CMV,,,Yes
,5MT5783,,,,,,5MT5783,,,,CMV,,,Yes
,5MT5784,,,,,,5MT5784,,,,CMV,,,Yes
,5MT5785,,,,,,5MT5785,,,,CMV,,,Yes
,5MT5786,,,,,,5MT5786,,,,CMV,,,Yes
,5MT5787,,,,,,5MT5787,,,,CMV,,,Yes
,5MT5788,,,,,,5MT5788,,,,CMV,,,Yes
,5MT5789,,,,,,5MT5789,,,,CMV,,,Yes
,5MT579,,,,,,5MT579,,,,CMV,,,Yes
,5MT5792,,,,,,5MT5792,,,,CMV,,,Yes
,5MT5793,,,,,,5MT5793,,,,CMV,,,Yes
,5MT5794,,,,,,5MT5794,,,,CMV,,,Yes
,5MT5795,,,,,,5MT5795,,,,CMV,,,Yes
,5MT5796,,,,,,5MT5796,,,,CMV,,,Yes
,5MT5804,,,,,,5MT5804,,,,CMV,,,Yes
,5MT5807,,,,,,5MT5807,,,,CMV,,,Yes
,5MT5808,,,,,,5MT5808,,,,CMV,,,Yes
,5MT5809,,,,,,5MT5809,,,,CMV,,,Yes
,5MT581,,,,,,5MT581,,,,CMV,,,Yes
,5MT5810,,,,,,5MT5810,,,,CMV,,,Yes
,5MT5814,,,,,,5MT5814,,,,CMV,,,Yes
,5MT5816,,,,,,5MT5816,,,,CMV,,,Yes
,5MT5820,,,,,,5MT5820,,,,CMV,,,Yes
,5MT5822,,,,,,5MT5822,,,,CMV,,,Yes
,5MT5828,,,,,,5MT5828,,,,CMV,,,Yes
,5MT583,,,,,,5MT583,,,,CMV,,,Yes
,5MT5851,,,,,,5MT5851,,,,CMV,,,Yes
,5MT5852,,,,,,5MT5852,,,,CMV,,,Yes
,5MT5869,,,,,,5MT5869,,,,CMV,,,Yes
,5MT5870,,,,,,5MT5870,,,,CMV,,,Yes
,5MT5874,,,,,,5MT5874,,,,CMV,,,Yes
,5MT588,,,,,,5MT588,,,,CMV,,,Yes
,5MT5882,,,,,,5MT5882,,,,CMV,,,Yes
,5MT5883,,,,,,5MT5883,,,,CMV,,,Yes
,5MT5884,,,,,,5MT5884,,,,CMV,,,Yes
,5MT5903,,,,,,5MT5903,,,,CMV,,,Yes
,5MT5904,,,,,,5MT5904,,,,CMV,,,Yes
,5MT5907,,,,,,5MT5907,,,,CMV,,,Yes
,5MT5908,,,,,,5MT5908,,,,CMV,,,Yes
,5MT5909,,,,,,5MT5909,,,,CMV,,,Yes
